20:00.5,84.32,70.78857422,30.09277344,1009.22,30.96,0
20:01.7,84.32,70.69702148,30.08270264,1009.21,31.13,0
20:02.8,84.32,70.59936523,30.12298584,1009.19,31.27,0
20:04.1,84.32,70.50170898,30.13305664,1009.19,31.31,0
20:05.4,84.32,70.40405273,30.18341064,1009.21,31.5,0
20:06.4,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.4,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.4,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.4,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.4,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.5,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.5,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.5,110.36,70.40405273,30.18341064,1009.21,31.63,0
20:06.9,86.56,70.40405273,30.18341064,1009.21,31.63,0
20:07.4,86.56,70.30639648,30.24383545,1009.19,31.57,0
20:07.5,86.56,70.30639648,30.24383545,1009.19,31.57,0
20:07.5,86.56,70.30639648,30.24383545,1009.19,31.57,0
20:07.5,86.56,70.30639648,30.24383545,1009.19,31.57,0
20:07.7,130.32,70.30639648,30.24383545,1009.19,31.57,0
20:08.4,130.32,70.20874023,30.24383545,1009.17,31.57,0
20:08.5,130.32,70.20874023,30.24383545,1009.17,31.57,0
20:08.5,130.32,70.20874023,30.24383545,1009.17,31.57,0
20:08.5,130.32,70.20874023,30.24383545,1009.17,31.57,0
20:08.5,130.64,70.20874023,30.24383545,1009.17,31.57,0
20:09.4,130.64,70.20874023,30.24383545,1009.21,31.56,0
20:09.4,130.64,70.11108398,30.27404785,1009.21,31.56,0
20:09.5,130.64,70.11108398,30.27404785,1009.21,31.56,0
20:09.5,130.64,70.11108398,30.27404785,1009.21,31.56,0
20:09.5,130.64,70.11108398,30.27404785,1009.21,31.56,0
20:10.1,130.64,70.11108398,30.27404785,1009.21,31.56,0
20:10.4,130.64,70.11108398,30.28411865,1009.19,31.53,0
20:10.5,130.64,70.11108398,30.28411865,1009.19,31.53,0
20:10.5,130.64,70.11108398,30.28411865,1009.19,31.53,0
20:10.5,130.64,70.11108398,30.28411865,1009.19,31.53,0
20:10.9,130.96,70.11108398,30.28411865,1009.19,31.53,0
20:11.4,130.96,70.04394531,30.31433105,1009.19,31.5,0
20:11.5,130.96,70.04394531,30.31433105,1009.19,31.5,0
20:11.5,130.96,70.04394531,30.31433105,1009.19,31.5,0
20:11.5,130.96,70.04394531,30.31433105,1009.19,31.5,0
20:11.7,130.36,70.04394531,30.31433105,1009.19,31.5,0
20:12.4,130.36,69.94628906,30.34454346,1009.24,31.48,0
20:12.5,130.36,69.94628906,30.34454346,1009.24,31.48,0
20:12.5,130.36,69.94628906,30.34454346,1009.24,31.48,0
20:12.5,130.36,69.94628906,30.34454346,1009.24,31.48,0
20:12.5,130.36,69.94628906,30.34454346,1009.24,31.48,0
20:13.3,87.2,69.94628906,30.34454346,1009.19,31.47,0
20:13.4,87.2,69.84863281,30.35461426,1009.19,31.47,0
20:13.5,87.2,69.84863281,30.35461426,1009.19,31.47,0
20:13.5,87.2,69.84863281,30.35461426,1009.19,31.47,0
20:13.5,87.2,69.84863281,30.35461426,1009.19,31.47,0
20:14.3,87.52,69.84863281,30.35461426,1009.19,31.47,0
20:14.5,87.52,69.84863281,30.37475586,1009.2,31.46,0
20:14.5,87.52,69.84863281,30.37475586,1009.2,31.46,0
20:14.5,87.52,69.84863281,30.37475586,1009.2,31.46,0
20:14.5,87.52,69.84863281,30.37475586,1009.2,31.46,0
20:15.0,87.52,69.84863281,30.37475586,1009.2,31.46,0
20:15.4,87.52,69.75097656,30.39489746,1009.21,31.46,0
20:15.4,87.52,69.75097656,30.39489746,1009.21,31.46,0
20:15.5,87.52,69.75097656,30.39489746,1009.21,31.46,0
20:15.5,87.52,69.75097656,30.39489746,1009.21,31.46,0
20:15.7,87.84,69.75097656,30.39489746,1009.21,31.46,0
20:16.4,87.84,69.65332031,30.42510986,1009.21,31.46,0
20:16.4,87.84,69.65332031,30.42510986,1009.21,31.46,0
20:16.4,87.84,69.65332031,30.42510986,1009.21,31.46,0
20:16.5,87.84,69.65332031,30.42510986,1009.21,31.46,0
20:16.6,87.84,69.65332031,30.42510986,1009.21,31.46,0
20:17.3,88.16,69.65332031,30.42510986,1009.17,31.46,0
20:17.4,88.16,69.55566406,30.45532227,1009.17,31.46,0
20:17.4,88.16,69.55566406,30.45532227,1009.17,31.46,0
20:17.4,88.16,69.55566406,30.45532227,1009.17,31.46,0
20:17.4,88.16,69.55566406,30.45532227,1009.17,31.46,0
20:18.1,88.16,69.55566406,30.45532227,1009.17,31.46,0
20:18.4,88.16,69.45800781,30.49560547,1009.21,31.46,0
